,Index,Title,Link,DatePublished,negative,neutral,positive,compound,sentiment
1845,1845,Watergate Hotel to re-open as Olympia,https://www.capitalethiopia.com/2018/10/15/watergate-hotel-re-open-olympia/,10-15-2018,0.0,0.964,0.036,0.7845,positive
1846,1846,Classy water plans to sue over closing,https://www.capitalethiopia.com/2018/10/15/classy-water-plans-sue-closing/,10-15-2018,0.094,0.877,0.029,-0.8957,negative
1847,1847,EPRDF holds 11th Congress,https://www.capitalethiopia.com/2018/10/09/eprdf-holds-11th-congress/,10-09-2018,0.038,0.809,0.153,0.9984,positive
1848,1848,DBE used machines no longer acceptable for equity,https://www.capitalethiopia.com/2018/10/09/dbe-used-machines-no-longer-acceptable-equity/,10-09-2018,0.075,0.84,0.085,0.0972,positive
1849,1849,Detailed treaty governing Ethio-Eritrea Port finalized,https://www.capitalethiopia.com/2018/10/09/detailed-treaty-governing-ethio-eritrea-port-finalized/,10-09-2018,0.0,0.972,0.028,0.4588,positive
1850,1850,Agency to move people from flood zones,https://www.capitalethiopia.com/2018/10/09/agency-move-people-flood-zones/,10-09-2018,0.238,0.73,0.032,-0.9886,negative
1851,1851,University lecturers must meet tougher requirements,https://www.capitalethiopia.com/2018/10/09/university-lecturers-must-meet-tougher-requirements/,10-09-2018,0.085,0.832,0.083,-0.3818,negative
1852,1852,Report links investing in youth with harnessing overpopulation,https://www.capitalethiopia.com/2018/10/09/report-links-investing-youth-harnessing-overpopulation/,10-09-2018,0.096,0.747,0.157,0.9553,positive
1853,1853,Textile sector to provide incentives for exporters,https://www.capitalethiopia.com/2018/10/09/textile-sector-provide-incentives-exporters/,10-09-2018,0.042,0.789,0.169,0.9853,positive
1854,1854,Advocates call for gov’t agency to help people with disabilities,https://www.capitalethiopia.com/2018/10/09/advocates-call-govt-agency-help-people-disabilities/,10-09-2018,0.106,0.75,0.145,0.9058,positive
1855,1855,GAAP to change to IFRS this year,https://www.capitalethiopia.com/2018/10/09/gaap-change-ifrs-year/,10-09-2018,0.041,0.853,0.106,0.875,positive
1856,1856,Development Bank  Non Performing Loans at 40%,https://www.capitalethiopia.com/2018/10/01/development-bank-non-performing-loans-40/,10-01-2018,0.101,0.771,0.128,0.743,positive
1857,1857,"IMF praises privatization, debt reduction, predicts 8.5% growth",https://www.capitalethiopia.com/2018/10/01/imf-praises-privatization-debt-reduction-predicts-8-5-growth/,10-01-2018,0.085,0.731,0.184,0.9947,positive
1858,1858,Agency halts med supply to private pharmacies due to price gouging,https://www.capitalethiopia.com/2018/10/01/agency-halts-med-supply-private-pharmacies-due-price-gouging/,10-01-2018,0.064,0.877,0.058,-0.25,negative
1859,1859,"Gov’t repossesses MIDROC land in Piassa, Mexico",https://www.capitalethiopia.com/2018/10/01/govt-repossesses-midroc-land-piassa-mexico/,10-01-2018,0.054,0.924,0.023,-0.7845,negative
1860,1860,"Fifty nine schools closed for poor facilities, unqualified teachers",https://www.capitalethiopia.com/2018/10/01/fifty-nine-schools-closed-poor-facilities-unqualified-teachers/,10-01-2018,0.073,0.826,0.101,0.765,positive
1861,1861,Ethiopian tax experts form new association,https://www.capitalethiopia.com/2018/10/01/ethiopian-tax-experts-form-new-association/,10-01-2018,0.06,0.769,0.172,0.8934,positive
1862,1862,Government looks at India Eye Center takeover,https://www.capitalethiopia.com/2018/10/01/government-looks-india-eye-center-takeover/,10-01-2018,0.11,0.729,0.161,0.936,positive
1863,1863,Indian sugar arrives to supplement market,https://www.capitalethiopia.com/2018/10/01/indian-sugar-arrives-supplement-market/,10-01-2018,0.056,0.856,0.088,0.9538,positive
1864,1864,FOREX scarcity close to claiming another victim,https://www.capitalethiopia.com/2018/09/24/forex-scarcity-close-claiming-another-victim/,09-24-2018,0.126,0.851,0.023,-0.9732,negative
1865,1865,No Shame,https://www.capitalethiopia.com/2018/09/24/no-shame/,09-24-2018,0.119,0.796,0.085,-0.8979,negative
1866,1866,"PM Abiy, Netanyahu to meet at UN General Assembly",https://www.capitalethiopia.com/2018/09/24/pm-abiy-netanyahu-meet-un-general-assembly/,09-24-2018,0.011,0.787,0.201,0.9893,positive
1867,1867,Vaccine delay leads to increase in cattle disease,https://www.capitalethiopia.com/2018/09/24/vaccine-delay-leads-increase-cattle-disease/,09-24-2018,0.114,0.858,0.028,-0.9587,negative
1868,1868,St. Paul Hospital  starts cancer department,https://www.capitalethiopia.com/2018/09/24/st-paul-hospital-starts-cancer-department/,09-24-2018,0.264,0.662,0.075,-0.9963,negative
1869,1869,"More black market shops shut down, contraband confiscated",https://www.capitalethiopia.com/2018/09/24/black-market-shops-shut-contraband-confiscated/,09-24-2018,0.074,0.881,0.045,-0.4588,negative
1870,1870,The 33th Extra-ordinary session,https://www.capitalethiopia.com/2018/09/17/33th-extra-ordinary-session/,09-17-2018,0.112,0.756,0.131,0.3612,positive
1871,1871,"Reform supplier credit schemes, bankers say",https://www.capitalethiopia.com/2018/09/17/reform-supplier-credit-schemes-bankers-say/,09-17-2018,0.116,0.717,0.167,0.981,positive
1872,1872,Program ratified to improve logistics,https://www.capitalethiopia.com/2018/09/17/program-ratified-improve-logistics/,09-17-2018,0.0,0.83,0.17,0.9806,positive
1873,1873,WARYT to open mattress factory in Adama,https://www.capitalethiopia.com/2018/09/17/waryt-open-mattress-factory-adama/,09-17-2018,0.0,0.879,0.121,0.9661,positive
1874,1874,Licensing coming to Poultry farms,https://www.capitalethiopia.com/2018/09/17/licensing-coming-poultry-farms/,09-17-2018,0.025,0.823,0.152,0.9803,positive
1875,1875,Africa Insurance takes in 585m birr from premiums,https://www.capitalethiopia.com/2018/09/17/africa-insurance-takes-585m-birr-premiums/,09-17-2018,0.037,0.817,0.145,0.9909,positive
1876,1876,ECX warehouse receipt can be used as collateral,https://www.capitalethiopia.com/2018/09/17/ecx-warehouse-receipt-can-used-collateral/,09-17-2018,0.0,0.846,0.154,0.9819,positive
1877,1877,Ethiopia sees highest  number of internally displaced persons in first...,https://www.capitalethiopia.com/2018/09/17/ethiopia-sees-highest-number-internally-displaced-persons-first-half-2018-report-says/,09-17-2018,0.193,0.716,0.091,-0.9764,negative
1878,1878,Noah introduces new scheme for home buyers,https://www.capitalethiopia.com/2018/09/17/noah-introduces-new-scheme-home-buyers/,09-17-2018,0.089,0.8,0.112,0.8461,positive
1879,1879,Sudden Hope,https://www.capitalethiopia.com/2018/09/12/sudden-hope/,09-12-2018,0.178,0.606,0.215,0.6369,positive
1880,1880,Assets of Chinese Company frozen,https://www.capitalethiopia.com/2018/09/12/assets-chinese-company-frozen/,09-12-2018,0.017,0.856,0.127,0.9538,positive
1881,1881,Self-Inflicted,https://www.capitalethiopia.com/2018/09/12/self-inflicted/,09-12-2018,0.116,0.854,0.03,-0.9906,negative
1882,1882,Saint George art gallery opens after disagreement settled,https://www.capitalethiopia.com/2018/09/12/saint-george-art-gallery-opens-disagreement-settled/,09-12-2018,0.051,0.813,0.136,0.9584,positive
1883,1883,Abyssinia’s Wami Branch opens,https://www.capitalethiopia.com/2018/09/12/abyssinias-wami-branch-opens/,09-12-2018,0.0,0.882,0.118,0.886,positive
1884,1884,Dreams without a plan are just a wish: a new family...,https://www.capitalethiopia.com/2018/09/12/dreams-without-plan-just-wish-new-family-planning-campaign/,09-12-2018,0.0,0.859,0.141,0.9657,positive
1885,1885,Modern construction solutions to reinforce Ethiopian roads,https://www.capitalethiopia.com/2018/09/12/modern-construction-solutions-reinforce-ethiopian-roads/,09-12-2018,0.02,0.886,0.094,0.9325,positive
1886,1886,"Seven hundred attack, destroy forest in Nechsar National Park",https://www.capitalethiopia.com/2018/09/12/seven-hundred-attack-destroy-forest-nechsar-national-park/,09-12-2018,0.17,0.747,0.083,-0.9856,negative
1887,1887,"Eighty three perished in fire, floods this year",https://www.capitalethiopia.com/2018/09/12/eighty-three-perished-fire-floods-year/,09-12-2018,0.239,0.67,0.091,-0.9927,negative
1888,1888,Appliance distributor celebrates silver jubilee,https://www.capitalethiopia.com/2018/09/12/appliance-distributor-celebrates-silver-jubilee/,09-12-2018,0.028,0.783,0.189,0.9961,positive
1889,1889,Lominat takeover of national liquor factory in limbo,https://www.capitalethiopia.com/2018/09/04/lominat-takeover-national-liquor-factory-limbo/,09-04-2018,0.023,0.824,0.153,0.9915,positive
1890,1890,World bank to directly support Ethiopia,https://www.capitalethiopia.com/2018/09/04/world-bank-directly-support-ethiopia/,09-04-2018,0.053,0.71,0.237,0.9978,positive
1891,1891,Macroeconomic committee changes forex rules,https://www.capitalethiopia.com/2018/09/04/macroeconomic-committee-changes-forex-rules/,09-04-2018,0.05,0.817,0.133,0.9871,positive
1892,1892,Attorney General closes regional offices,https://www.capitalethiopia.com/2018/09/04/attorney-general-closes-regional-offices/,09-04-2018,0.041,0.861,0.098,0.9169,positive
1893,1893,US donates grants for Tulu Moye geothermal project,https://www.capitalethiopia.com/2018/09/04/us-donates-grants-tulu-moye-geothermal-project/,09-04-2018,0.0,0.814,0.186,0.9652,positive
1894,1894,"Chemical dumping, irrigation, killing Lake Ziway",https://www.capitalethiopia.com/2018/09/04/chemical-dumping-irrigation-killing-lake-ziway/,09-04-2018,0.1,0.861,0.04,-0.9571,negative
1895,1895,Gangs robbing condos,https://www.capitalethiopia.com/2018/09/04/gangs-robbing-condos/,09-04-2018,0.111,0.822,0.067,-0.8934,negative
1896,1896,"Study says terrorism, NGO laws unconstitutional",https://www.capitalethiopia.com/2018/09/04/study-says-terrorism-ngo-laws-unconstitutional/,09-04-2018,0.208,0.68,0.112,-0.9931,negative
1897,1897,Contract farming may soon become reality,https://www.capitalethiopia.com/2018/09/04/contract-farming-may-soon-become-reality/,09-04-2018,0.064,0.722,0.214,0.981,positive
1898,1898,FMACA to narrow responsibility,https://www.capitalethiopia.com/2018/09/04/fmaca-narrow-responsibility/,09-04-2018,0.11,0.767,0.123,-0.7548,negative
1899,1899,Abiy speaks,https://www.capitalethiopia.com/2018/08/27/abiy-speaks/,08-27-2018,0.097,0.801,0.102,-0.1531,negative
1900,1900,Forex shortage claims aluminum cookware company,https://www.capitalethiopia.com/2018/08/27/forex-shortage-claims-aluminum-cookware-company/,08-27-2018,0.143,0.765,0.092,-0.9118,negative
1901,1901,Big changes for Tele,https://www.capitalethiopia.com/2018/08/27/big-changes-tele/,08-27-2018,0.052,0.833,0.115,0.9559,positive
1902,1902,Abraham Belay replaces Azeb Asnake at EEP,https://www.capitalethiopia.com/2018/08/27/abraham-belay-replaces-azeb-asnake-eep/,08-27-2018,0.0,0.911,0.089,0.8176,positive
1903,1903,USD 500m released to manufacturing but factories still thirsty,https://www.capitalethiopia.com/2018/08/27/usd-500m-released-manufacturing-factories-still-thirsty/,08-27-2018,0.115,0.814,0.072,-0.877,negative
1904,1904,Homebuyers committee cries foul as Court allows eight to purchase Access...,https://www.capitalethiopia.com/2018/08/27/homebuyers-committee-cries-foul-court-allows-eight-purchase-access-land/,08-27-2018,0.053,0.87,0.076,0.8078,positive
1905,1905,Trash to power,https://www.capitalethiopia.com/2018/08/27/trash-to-power/,08-27-2018,0.093,0.86,0.047,-0.891,negative
1906,1906,"Black market rate back on rise, contraband cash increases",https://www.capitalethiopia.com/2018/08/27/black-market-rate-back-rise-contraband-cash-increases/,08-27-2018,0.13,0.804,0.066,-0.9687,negative
1907,1907,Bakeries caught cheating customers Some lower bread weight by 40%,https://www.capitalethiopia.com/2018/08/27/bakeries-caught-cheating-customers-lower-bread-weight-40/,08-27-2018,0.074,0.805,0.12,0.9222,positive
1908,1908,BREAKING NEWS: Azeb Asnake removed from EEP,https://www.capitalethiopia.com/2018/08/23/breaking-news-azeb-asnake-removed-eep/,08-23-2018,0.0,0.982,0.018,0.2023,positive
1909,1909,Ethio-Telecom decides to minimize tariff,https://www.capitalethiopia.com/2018/08/22/ethio-telecom-decides-minimise-tarrif/,08-22-2018,0.073,0.927,0.0,-0.2263,negative
1910,1910,Ethio-telecom lifts performance security bond for four multinational companies,https://www.capitalethiopia.com/2018/08/20/ethio-telecom-lifts-performance-security-bond-four-multinational-companies/,08-20-2018,0.02,0.871,0.109,0.9565,positive
1911,1911,Ministry studying 50 mega projects for private partnerships,https://www.capitalethiopia.com/2018/08/20/ministry-studying-50-mega-projects-private-partnerships/,08-20-2018,0.06,0.863,0.077,0.7003,positive
1912,1912,Federal ministries slashed to sixteen,https://www.capitalethiopia.com/2018/08/20/federal-ministries-slashed-sixteen/,08-20-2018,0.009,0.855,0.136,0.969,positive
1913,1913,Addis volunteers bring “New Formula for a New Hope”,https://www.capitalethiopia.com/2018/08/20/addis-volunteers-bring-new-formula-new-hope/,08-20-2018,0.057,0.758,0.185,0.9726,positive
1914,1914,"Djibouti, Ethiopian logistics leaders meet to improve sector",https://www.capitalethiopia.com/2018/08/20/djibouti-ethiopian-logistics-leaders-meet-improve-sector/,08-20-2018,0.017,0.876,0.107,0.9919,positive
1915,1915,Sweden supporting women empowerment,https://www.capitalethiopia.com/2018/08/20/sweden-supporting-women-empowerment/,08-20-2018,0.092,0.725,0.183,0.9733,positive
1916,1916,"Ethiopia’s National Parks, Abiyata, Chamo Lakes on brink of death",https://www.capitalethiopia.com/2018/08/20/ethiopias-national-parks-abiyata-chamo-lakes-brink-death/,08-20-2018,0.122,0.792,0.086,-0.9723,negative
1917,1917,"Consultant replaced, as Lalibela residents express anger over new road project",https://www.capitalethiopia.com/2018/08/20/consultant-replaced-lalibela-residents-express-anger-new-road-project/,08-20-2018,0.102,0.791,0.107,-0.1045,negative
1918,1918,New purifier hits the market,https://www.capitalethiopia.com/2018/08/20/new-purifier-hits-market/,08-20-2018,0.0,1.0,0.0,0.0,neutral
1919,1919,New motto for Ethiopian Tourism,https://www.capitalethiopia.com/2018/08/20/new-motto-ethiopian-tourism/,08-20-2018,0.042,0.726,0.232,0.9839,positive
1920,1920,Lidetu says no new party for now,https://www.capitalethiopia.com/2018/08/20/lidetu-says-no-new-party-now/,08-20-2018,0.14,0.653,0.207,0.8807,positive
1921,1921,Academics discuss potentials of stock exchange,https://www.capitalethiopia.com/2018/08/20/academics-discuss-potentials-stock-exchange/,08-20-2018,0.0,0.862,0.138,0.9168,positive
1922,1922,HelloSolar,https://www.capitalethiopia.com/2018/08/20/hellosolar/,08-20-2018,0.007,0.837,0.156,0.9933,positive
1923,1923,"New Regional Ports, New Opportunities",https://www.capitalethiopia.com/2018/08/13/new-regional-ports-new-opportunities/,08-13-2018,0.038,0.806,0.155,0.9989,positive
1924,1924,Ethiopian Electric to collect 35 billion birr monthly after new tariff...,https://www.capitalethiopia.com/2018/08/13/ethiopian-electric-collect-35-billion-birr-monthly-new-tariff-adjustment/,08-13-2018,0.048,0.789,0.164,0.9823,positive
1925,1925,ET continues to rise,https://www.capitalethiopia.com/2018/08/13/et-continues-rise/,08-13-2018,0.032,0.791,0.177,0.9936,positive
1926,1926,City undergoes complete cabinet reshuffle,https://www.capitalethiopia.com/2018/08/13/city-undergoes-complete-cabinet-reshuffle/,08-13-2018,0.043,0.858,0.099,0.9186,positive
1927,1927,Charities get new boost,https://www.capitalethiopia.com/2018/08/13/charities-get-new-boost/,08-13-2018,0.083,0.701,0.216,0.9756,positive
1928,1928,Vice mayor suspends Addis land auction,https://www.capitalethiopia.com/2018/08/13/vice-mayor-suspends-addis-land-auction/,08-13-2018,0.019,0.904,0.077,0.9201,positive
1929,1929,"ECA head urge leaders to act collectively to combat money laundering,...",https://www.capitalethiopia.com/2018/08/13/eca-head-urge-leaders-act-collectively-combat-money-laundering-tax-evasion-bribery/,08-13-2018,0.062,0.836,0.102,0.8689,positive
1930,1930,"Nyala Insurance introduces insurance for Afar, Somali pastoralists",https://www.capitalethiopia.com/2018/08/13/nyala-insurance-introduces-insurance-afar-somali-pastoralists/,08-13-2018,0.05,0.805,0.145,0.9917,positive
1931,1931,Ethio-telecom franchises out 94 service centers Agreements renewable every five years,https://www.capitalethiopia.com/2018/08/06/ethio-telecom-franchises-94-service-centers-agreements-renewable-every-five-years/,08-06-2018,0.0,0.884,0.116,0.9666,positive
1932,1932,CBE resumes project loans,https://www.capitalethiopia.com/2018/08/06/cbe-resumes-project-loans/,08-06-2018,0.043,0.84,0.118,0.9643,positive
1933,1933,Panel recommends treading cautiously with new privatization,https://www.capitalethiopia.com/2018/08/06/panel-recommends-treading-cautiously-new-privatization/,08-06-2018,0.021,0.846,0.133,0.9578,positive
1934,1934,Seventeen charged in destruction of Borena Zone mine,https://www.capitalethiopia.com/2018/08/06/seventeen-charged-destruction-borena-zone-mine/,08-06-2018,0.127,0.772,0.101,-0.8934,negative
